CHASSIS_NUMBER,SALES_DEALER_ID,SALE_DATE,SALE_PRICE
VIN01017,DEALER_025,2024-07-01,121693.00
VIN01018,DEALER_042,2023-03-06,146271.00
VIN01019,DEALER_048,2024-12-18,78878.00
VIN01020,DEALER_023,2024-05-29,102477.00
VIN01021,DEALER_019,2023-11-05,79334.00
VIN01022,DEALER_019,2024-03-24,88998.00
VIN01023,DEALER_026,2023-02-01,92031.00
VIN01024,DEALER_011,2024-06-30,106204.00
VIN01025,DEALER_009,2024-02-05,116882.00
VIN01026,DEALER_019,2024-10-11,148721.00
VIN01027,DEALER_020,2024-11-24,173064.00
VIN01028,DEALER_047,2023-01-12,81132.00
VIN01030,DEALER_035,2024-07-14,101789.00
VIN01031,DEALER_020,2023-12-19,83438.00
VIN01032,DEALER_027,2024-10-23,171900.00
VIN01033,DEALER_033,2023-07-08,128734.00
VIN01034,DEALER_040,2023-09-16,105367.00
VIN01035,DEALER_008,2024-08-03,78282.00
VIN01036,DEALER_049,2024-07-16,114114.00
VIN01037,DEALER_042,2024-07-16,180293.00
VIN01038,DEALER_019,2024-11-18,146207.00
VIN01040,DEALER_022,2024-11-18,84185.00
VIN01041,DEALER_007,2023-10-19,119300.00
VIN01042,DEALER_005,2023-07-18,196326.00
VIN01043,DEALER_032,2024-04-06,154759.00
VIN01044,DEALER_040,2024-12-11,81493.00
VIN01046,DEALER_021,2023-06-22,76658.00
VIN01047,DEALER_021,2023-09-10,106258.00
VIN01048,DEALER_046,2024-10-18,158290.00
VIN01049,DEALER_018,2024-01-04,103400.00
VIN01050,DEALER_044,2023-12-06,206954.00
VIN01051,DEALER_030,2024-04-01,199010.00
VIN01052,DEALER_050,2024-07-18,80066.00
VIN01053,DEALER_012,2023-03-25,85695.00
VIN01054,DEALER_009,2024-07-05,150436.00
VIN01055,DEALER_017,2024-10-03,79005.00
VIN01056,DEALER_015,2023-01-20,138119.00
VIN01057,DEALER_041,2023-02-01,118067.00
VIN01058,DEALER_038,2024-02-19,118334.00
VIN01059,DEALER_014,2024-07-18,130039.00
VIN01060,DEALER_035,2024-07-06,206439.00
VIN01061,DEALER_042,2024-01-10,134361.00
VIN01062,DEALER_015,2024-08-26,194570.00
VIN01063,DEALER_009,2024-06-06,79467.00
VIN01064,DEALER_026,2024-01-08,160455.00
VIN01066,DEALER_040,2024-12-01,186368.00
VIN01067,DEALER_049,2024-04-01,81717.00
VIN01068,DEALER_012,2024-08-02,143107.00
VIN01069,DEALER_010,2024-05-10,110757.00
VIN01070,DEALER_003,2023-08-13,207458.00
VIN01072,DEALER_003,2024-11-15,105775.00
VIN01073,DEALER_034,2024-01-05,89217.00
VIN01074,DEALER_031,2024-04-10,100521.00
VIN01075,DEALER_003,2024-10-26,154619.00
VIN01076,DEALER_007,2024-12-21,175733.00
VIN01077,DEALER_034,2023-10-08,145810.00
VIN01078,DEALER_017,2024-08-15,161837.00
VIN01080,DEALER_024,2024-08-24,120408.00
VIN01081,DEALER_005,2024-01-21,83803.00
VIN01082,DEALER_034,2024-02-20,198627.00
VIN01083,DEALER_023,2024-05-08,141298.00
VIN01085,DEALER_029,2023-03-20,93360.00
VIN01086,DEALER_042,2023-06-03,82624.00
VIN01087,DEALER_011,2023-05-02,143163.00
VIN01088,DEALER_015,2024-02-29,109820.00
VIN01089,DEALER_047,2023-04-27,207056.00
VIN01090,DEALER_044,2024-05-05,114696.00
VIN01091,DEALER_014,2024-08-27,186067.00
VIN01092,DEALER_042,2023-01-23,84484.00
VIN01093,DEALER_003,2024-08-29,81779.00
VIN01094,DEALER_009,2024-10-06,160798.00
VIN01095,DEALER_003,2023-05-31,78332.00
VIN01096,DEALER_011,2023-09-22,104899.00
VIN01097,DEALER_034,2024-09-05,77110.00
VIN01098,DEALER_047,2023-10-18,124309.00
VIN01099,DEALER_014,2024-04-27,137283.00
VIN01100,DEALER_011,2023-08-13,171209.00
VIN01101,DEALER_027,2024-08-19,82459.00
VIN01102,DEALER_040,2024-11-06,115738.00
VIN01103,DEALER_017,2024-12-03,132728.00
VIN01104,DEALER_030,2024-09-02,214205.00
VIN01105,DEALER_005,2023-08-24,111393.00
VIN01106,DEALER_025,2023-05-16,182615.00
VIN01107,DEALER_002,2023-07-27,116128.00
VIN01108,DEALER_033,2023-06-03,79655.00
VIN01109,DEALER_012,2024-05-02,173543.00
VIN01110,DEALER_040,2024-09-06,145279.00
VIN01111,DEALER_035,2024-05-30,102850.00
VIN01112,DEALER_006,2024-05-08,184041.00
VIN01113,DEALER_039,2023-01-02,146890.00
VIN01114,DEALER_044,2024-10-26,158139.00
VIN01115,DEALER_034,2024-03-06,111136.00
VIN01116,DEALER_003,2024-12-15,210222.00
VIN01117,DEALER_028,2024-05-08,88992.00
VIN01118,DEALER_023,2024-12-14,140378.00
VIN01119,DEALER_007,2023-09-18,137134.00
VIN01120,DEALER_050,2023-08-27,101746.00
VIN01121,DEALER_019,2024-09-04,172729.00
VIN01122,DEALER_035,2023-07-13,76679.00
VIN01123,DEALER_046,2023-01-08,80361.00
VIN01125,DEALER_045,2024-02-23,88370.00
VIN01126,DEALER_007,2023-06-08,157961.00
VIN01127,DEALER_042,2023-09-25,90379.00
VIN01129,DEALER_049,2023-07-28,202581.00
VIN01130,DEALER_036,2024-07-24,159809.00
VIN01131,DEALER_012,2024-07-22,137351.00
VIN01132,DEALER_017,2024-08-14,87783.00
VIN01133,DEALER_050,2023-05-22,80402.00
VIN01134,DEALER_048,2023-08-24,204768.00
VIN01135,DEALER_045,2023-04-13,83527.00
VIN01136,DEALER_033,2024-02-15,169758.00
VIN01137,DEALER_022,2024-09-20,78205.00
VIN01138,DEALER_011,2024-02-03,119836.00
VIN01140,DEALER_039,2024-03-21,181276.00
VIN01141,DEALER_005,2024-01-15,79122.00
VIN01142,DEALER_039,2023-02-08,200687.00
VIN01143,DEALER_026,2024-06-17,130887.00
VIN01144,DEALER_046,2023-02-28,82243.00
VIN01145,DEALER_041,2023-01-11,83109.00
VIN01146,DEALER_043,2024-06-14,130871.00
VIN01147,DEALER_015,2024-09-05,138229.00
VIN01148,DEALER_034,2024-09-21,82053.00
VIN01149,DEALER_015,2023-09-02,142963.00
VIN01151,DEALER_018,2024-02-14,110571.00
VIN01152,DEALER_043,2024-02-09,157285.00
VIN01153,DEALER_038,2023-07-25,115965.00
VIN01155,DEALER_006,2024-07-16,153322.00
VIN01156,DEALER_047,2024-07-26,118101.00
VIN01157,DEALER_023,2023-10-11,83915.00
VIN01158,DEALER_039,2024-04-10,89736.00
VIN01160,DEALER_033,2023-04-20,212110.00
VIN01161,DEALER_005,2024-05-30,108642.00
VIN01162,DEALER_022,2024-06-09,129944.00
VIN01163,DEALER_035,2024-08-11,84696.00
VIN01164,DEALER_045,2024-01-22,92347.00
VIN01165,DEALER_050,2023-09-07,197760.00
VIN01166,DEALER_050,2024-04-14,114096.00
VIN01167,DEALER_038,2024-05-08,125309.00
VIN01169,DEALER_044,2024-12-19,106534.00
VIN01170,DEALER_021,2023-12-28,93424.00
VIN01173,DEALER_005,2023-07-02,92115.00
VIN01174,DEALER_021,2023-12-29,106161.00
VIN01176,DEALER_048,2024-11-30,174482.00
VIN01177,DEALER_013,2023-07-24,129195.00
VIN01178,DEALER_048,2023-09-05,107696.00
VIN01179,DEALER_014,2023-09-13,88166.00
VIN01180,DEALER_010,2023-04-20,102928.00
VIN01181,DEALER_006,2024-11-23,175318.00
VIN01182,DEALER_043,2023-01-07,77884.00
VIN01183,DEALER_031,2023-11-19,137633.00
VIN01185,DEALER_012,2024-06-07,108183.00
VIN01186,DEALER_026,2023-08-16,117896.00
VIN01187,DEALER_009,2023-02-25,161227.00
VIN01188,DEALER_028,2024-05-04,174790.00
VIN01190,DEALER_044,2023-06-28,113981.00
VIN01191,DEALER_008,2024-04-16,131843.00
VIN01193,DEALER_025,2024-08-17,182102.00
VIN01194,DEALER_021,2024-01-06,164079.00
VIN01195,DEALER_017,2023-07-11,116975.00
VIN01196,DEALER_017,2023-08-31,193155.00
VIN01197,DEALER_031,2023-12-18,88490.00
VIN01198,DEALER_012,2024-05-25,112891.00
VIN01199,DEALER_014,2024-01-17,88462.00
VIN01200,DEALER_026,2023-10-14,113769.00
VIN01201,DEALER_012,2024-08-12,143979.00
VIN01202,DEALER_015,2023-10-04,84226.00
VIN01203,DEALER_036,2024-03-18,111480.00
VIN01204,DEALER_013,2023-05-30,185300.00
VIN01205,DEALER_031,2023-01-10,149787.00
VIN01206,DEALER_027,2024-05-26,148406.00
VIN01207,DEALER_041,2023-11-20,147233.00
VIN01208,DEALER_032,2023-11-04,107223.00
VIN01209,DEALER_036,2024-08-04,100563.00
VIN01210,DEALER_015,2023-06-17,123467.00
VIN01211,DEALER_014,2023-09-18,114615.00
VIN01213,DEALER_024,2024-01-04,162361.00
VIN01214,DEALER_036,2023-09-21,155276.00
VIN01215,DEALER_002,2023-12-26,83019.00
VIN01217,DEALER_012,2023-10-19,88136.00
VIN01218,DEALER_021,2024-05-14,91145.00
VIN01219,DEALER_006,2023-10-21,136696.00
VIN01220,DEALER_041,2023-06-21,87555.00
VIN01221,DEALER_027,2024-10-08,119064.00
VIN01224,DEALER_021,2023-10-26,85264.00
VIN01225,DEALER_039,2023-10-05,91078.00
VIN01226,DEALER_050,2024-01-07,168507.00
VIN01227,DEALER_038,2024-06-17,113755.00
VIN01228,DEALER_027,2023-01-24,80597.00
VIN01229,DEALER_047,2023-08-29,120693.00
VIN01230,DEALER_017,2024-12-18,79123.00
VIN01231,DEALER_014,2023-06-20,112010.00
VIN01232,DEALER_007,2023-04-08,101090.00
VIN01233,DEALER_031,2023-01-27,89509.00
VIN01234,DEALER_034,2023-03-27,147405.00
VIN01235,DEALER_017,2023-03-28,89274.00
VIN01236,DEALER_020,2023-08-23,152106.00
VIN01237,DEALER_048,2024-10-03,125642.00
VIN01238,DEALER_009,2023-06-24,122436.00
VIN01239,DEALER_003,2024-11-10,155692.00
VIN01240,DEALER_021,2024-05-02,206117.00
VIN01241,DEALER_035,2023-10-06,161974.00
VIN01242,DEALER_029,2024-12-15,139171.00
VIN01243,DEALER_012,2024-08-28,205420.00
VIN01244,DEALER_041,2024-10-13,172747.00
VIN01246,DEALER_023,2023-08-21,147868.00
VIN01247,DEALER_006,2024-03-28,109088.00
VIN01248,DEALER_024,2024-02-27,192526.00
VIN01249,DEALER_010,2023-01-01,138648.00
VIN01250,DEALER_049,2023-12-19,85896.00
VIN01251,DEALER_031,2024-12-05,92619.00
VIN01252,DEALER_049,2023-01-10,90604.00
VIN01253,DEALER_019,2023-01-08,139463.00
VIN01254,DEALER_024,2024-07-28,90823.00
VIN01255,DEALER_026,2023-09-13,149350.00
VIN01256,DEALER_046,2024-02-04,133898.00
VIN01257,DEALER_015,2024-03-08,84349.00
VIN01258,DEALER_034,2024-09-19,85408.00
VIN01259,DEALER_019,2024-10-26,116430.00
VIN01260,DEALER_018,2023-03-12,127477.00
VIN01261,DEALER_009,2024-10-14,91420.00
VIN01262,DEALER_040,2024-04-08,107917.00
VIN01263,DEALER_045,2024-09-29,115121.00
VIN01264,DEALER_013,2023-11-25,144635.00
VIN01266,DEALER_012,2023-10-16,130320.00
VIN01267,DEALER_009,2024-03-24,176037.00
VIN01269,DEALER_014,2023-11-16,147246.00
VIN01270,DEALER_032,2024-01-16,159194.00
VIN01271,DEALER_045,2023-12-05,79128.00
VIN01272,DEALER_049,2023-05-30,145836.00
VIN01273,DEALER_018,2024-02-06,146339.00
VIN01274,DEALER_035,2024-04-26,187401.00
VIN01275,DEALER_013,2023-09-14,170779.00
VIN01276,DEALER_025,2023-01-13,147996.00
VIN01277,DEALER_050,2024-01-30,91014.00
VIN01278,DEALER_016,2023-02-04,83026.00
VIN01279,DEALER_030,2023-04-07,116076.00
VIN01280,DEALER_043,2024-04-29,89250.00
VIN01281,DEALER_044,2023-11-16,109586.00
VIN01282,DEALER_011,2023-02-13,145903.00
VIN01283,DEALER_036,2023-09-17,92268.00
VIN01284,DEALER_041,2023-11-02,150511.00
VIN01285,DEALER_024,2024-11-13,83636.00
VIN01286,DEALER_008,2023-08-30,119739.00
VIN01287,DEALER_028,2023-11-29,99493.00
VIN01288,DEALER_011,2024-08-21,80420.00
VIN01289,DEALER_026,2023-09-06,144292.00
VIN01290,DEALER_003,2024-12-08,92073.00
VIN01291,DEALER_045,2024-01-16,146757.00
VIN01292,DEALER_006,2023-09-12,149167.00
VIN01294,DEALER_049,2023-03-03,88149.00
VIN01295,DEALER_042,2024-07-03,80019.00
VIN01296,DEALER_009,2023-11-21,139796.00
VIN01297,DEALER_042,2024-03-25,82823.00
VIN01298,DEALER_002,2024-12-06,200257.00
VIN01299,DEALER_023,2023-05-18,152214.00
VIN01300,DEALER_003,2024-03-24,86157.00
VIN01301,DEALER_035,2024-12-14,207618.00
VIN01302,DEALER_013,2024-07-10,87892.00
VIN01303,DEALER_021,2023-10-09,81754.00
VIN01304,DEALER_005,2024-06-27,149079.00
VIN01305,DEALER_029,2023-09-27,139247.00
VIN01306,DEALER_024,2024-10-15,138079.00
VIN01307,DEALER_025,2023-01-20,141807.00
VIN01308,DEALER_024,2024-09-27,106824.00
VIN01309,DEALER_021,2023-03-06,120570.00
VIN01310,DEALER_035,2023-07-14,138672.00
VIN01311,DEALER_044,2024-05-24,117070.00
VIN01312,DEALER_010,2024-09-19,108277.00
VIN01313,DEALER_021,2023-11-26,125119.00
VIN01314,DEALER_007,2024-06-19,120590.00
VIN01316,DEALER_003,2024-05-12,82778.00
VIN01317,DEALER_007,2023-02-02,162710.00
VIN01318,DEALER_042,2024-11-04,137553.00
VIN01319,DEALER_034,2024-08-27,84886.00
VIN01320,DEALER_004,2024-09-12,145022.00
VIN01322,DEALER_006,2024-10-16,78489.00
VIN01323,DEALER_024,2024-03-01,148436.00
VIN01324,DEALER_024,2024-12-26,145910.00
VIN01325,DEALER_040,2023-02-11,145561.00
VIN01326,DEALER_005,2023-03-21,83574.00
VIN01327,DEALER_034,2023-04-10,102316.00
VIN01328,DEALER_047,2023-08-25,161421.00
VIN01329,DEALER_025,2023-07-14,150328.00
VIN01330,DEALER_034,2024-08-06,141990.00
VIN01331,DEALER_012,2024-07-25,90104.00
VIN01332,DEALER_015,2024-10-15,140392.00
VIN01333,DEALER_023,2024-11-21,159031.00
VIN01334,DEALER_045,2024-11-12,157994.00
VIN01335,DEALER_007,2023-06-20,169967.00
VIN01336,DEALER_012,2024-07-17,112158.00
VIN01337,DEALER_033,2023-12-12,165546.00
VIN01338,DEALER_011,2024-09-06,136016.00
VIN01339,DEALER_023,2024-07-17,87138.00
VIN01340,DEALER_024,2024-10-10,90609.00
VIN01341,DEALER_047,2023-11-28,163936.00
VIN01342,DEALER_016,2023-08-08,133790.00
VIN01343,DEALER_050,2023-09-18,88296.00
VIN01344,DEALER_029,2024-04-03,201523.00
VIN01346,DEALER_015,2023-05-19,131390.00
VIN01348,DEALER_014,2023-11-19,99711.00
VIN01349,DEALER_050,2024-12-07,193585.00
VIN01350,DEALER_036,2024-06-07,117229.00
VIN01353,DEALER_009,2023-09-29,156028.00
VIN01354,DEALER_038,2023-09-20,86340.00
VIN01355,DEALER_006,2024-08-07,157100.00
VIN01357,DEALER_031,2024-12-07,79624.00
VIN01358,DEALER_039,2024-10-19,108843.00
VIN01359,DEALER_003,2024-08-13,111502.00
VIN01360,DEALER_006,2023-02-27,109957.00
VIN01361,DEALER_023,2024-03-20,90148.00
VIN01362,DEALER_008,2023-08-21,76874.00
VIN01363,DEALER_041,2024-01-27,123273.00
VIN01364,DEALER_020,2024-06-20,100349.00
VIN01365,DEALER_021,2023-06-03,87209.00
VIN01366,DEALER_033,2024-12-15,189970.00
VIN01367,DEALER_010,2023-02-21,111873.00
VIN01368,DEALER_029,2024-09-01,117849.00
VIN01369,DEALER_033,2023-04-03,151277.00
VIN01370,DEALER_028,2023-10-24,169767.00
VIN01371,DEALER_026,2023-12-11,124204.00
VIN01372,DEALER_031,2024-08-08,100615.00
VIN01373,DEALER_036,2023-03-29,89558.00
VIN01374,DEALER_033,2024-03-20,169356.00
VIN01375,DEALER_045,2023-05-14,103419.00
VIN01376,DEALER_031,2024-07-26,150491.00
VIN01377,DEALER_032,2024-02-09,165372.00
VIN01380,DEALER_044,2024-08-12,101935.00
VIN01381,DEALER_008,2024-03-09,88469.00
VIN01382,DEALER_023,2023-07-15,196519.00
VIN01383,DEALER_023,2024-08-31,165476.00
VIN01384,DEALER_002,2023-06-23,132959.00
VIN01385,DEALER_040,2024-03-28,185056.00
VIN01386,DEALER_015,2023-08-28,128043.00
VIN01387,DEALER_044,2024-01-18,149111.00
VIN01388,DEALER_049,2023-03-29,147682.00
VIN01389,DEALER_048,2023-02-25,106964.00
VIN01390,DEALER_040,2023-06-01,108426.00
VIN01392,DEALER_008,2023-11-09,113747.00
VIN01393,DEALER_031,2023-01-24,154874.00
VIN01394,DEALER_014,2024-07-04,189385.00
VIN01395,DEALER_014,2024-07-13,161146.00
VIN01396,DEALER_049,2024-05-09,141915.00
VIN01397,DEALER_047,2023-05-25,166776.00
VIN01398,DEALER_045,2024-01-21,140603.00
VIN01399,DEALER_043,2023-09-19,82081.00
VIN01400,DEALER_004,2024-12-14,141749.00
VIN01402,DEALER_005,2024-02-02,120639.00
VIN01403,DEALER_018,2024-11-06,88303.00
VIN01404,DEALER_007,2023-01-20,108584.00
VIN01405,DEALER_042,2024-01-25,138163.00
VIN01406,DEALER_046,2023-04-12,173618.00
VIN01407,DEALER_021,2024-05-11,118565.00
VIN01409,DEALER_030,2024-12-30,77204.00
VIN01410,DEALER_003,2024-06-26,131491.00
VIN01411,DEALER_022,2023-06-10,122102.00
VIN01412,DEALER_023,2024-12-01,155531.00
VIN01413,DEALER_023,2024-10-02,153906.00
VIN01414,DEALER_016,2024-05-28,153039.00
VIN01415,DEALER_004,2024-02-01,148201.00
VIN01416,DEALER_002,2023-10-14,83891.00
VIN01417,DEALER_010,2024-02-07,143026.00
VIN01418,DEALER_009,2023-03-31,111524.00
VIN01419,DEALER_034,2024-09-19,83952.00
VIN01420,DEALER_027,2023-06-06,135474.00
VIN01421,DEALER_020,2024-09-11,197080.00
VIN01422,DEALER_029,2024-07-09,103317.00
VIN01423,DEALER_014,2024-10-30,148540.00
VIN01424,DEALER_038,2024-07-08,105629.00
VIN01425,DEALER_009,2023-11-13,209828.00
VIN01426,DEALER_009,2024-03-16,103756.00
VIN01427,DEALER_042,2024-08-01,104178.00
VIN01428,DEALER_021,2023-03-11,117262.00
VIN01429,DEALER_035,2023-05-02,82533.00
VIN01430,DEALER_021,2023-05-30,77466.00
VIN01431,DEALER_049,2024-02-28,89975.00
VIN01432,DEALER_020,2024-10-14,85471.00
VIN01433,DEALER_010,2023-07-12,102498.00
VIN01434,DEALER_009,2024-09-18,85244.00
VIN01435,DEALER_039,2023-08-25,84108.00
VIN01436,DEALER_015,2024-12-04,99854.00
VIN01438,DEALER_033,2024-04-25,144831.00
VIN01439,DEALER_042,2024-02-01,92603.00
VIN01440,DEALER_031,2023-05-21,104366.00
VIN01441,DEALER_013,2024-02-23,76991.00
VIN01442,DEALER_018,2023-08-16,83146.00
VIN01443,DEALER_049,2023-07-01,90894.00
VIN01444,DEALER_040,2024-05-16,166539.00
VIN01445,DEALER_021,2024-04-13,107086.00
VIN01446,DEALER_028,2023-02-12,88964.00
VIN01447,DEALER_047,2023-11-17,111915.00
VIN01448,DEALER_040,2024-08-08,118457.00
VIN01449,DEALER_035,2024-12-22,77761.00
VIN01450,DEALER_034,2023-04-22,205096.00
VIN01451,DEALER_030,2023-02-13,107051.00
VIN01452,DEALER_034,2023-02-10,139774.00
VIN01453,DEALER_025,2024-06-12,119665.00
VIN01454,DEALER_004,2023-07-14,108541.00
VIN01455,DEALER_029,2024-02-12,172979.00
VIN01456,DEALER_020,2023-10-20,136617.00
VIN01457,DEALER_011,2024-09-19,123287.00
VIN01458,DEALER_045,2023-05-26,91690.00
VIN01459,DEALER_042,2024-04-07,101963.00
VIN01460,DEALER_047,2024-05-27,182916.00
VIN01461,DEALER_012,2024-08-22,116904.00
VIN01462,DEALER_009,2023-11-28,91274.00
VIN01463,DEALER_002,2024-08-27,83116.00
VIN01464,DEALER_015,2023-11-28,144166.00
VIN01465,DEALER_042,2024-12-29,104373.00
VIN01466,DEALER_046,2023-05-07,181476.00
VIN01467,DEALER_008,2024-12-24,158725.00
VIN01468,DEALER_041,2024-06-20,89085.00
VIN01469,DEALER_047,2024-06-07,119056.00
VIN01470,DEALER_011,2024-01-25,77938.00
VIN01471,DEALER_050,2023-12-10,140030.00
VIN01472,DEALER_043,2023-06-03,186124.00
VIN01473,DEALER_010,2024-12-30,123181.00
VIN01474,DEALER_027,2023-11-12,109142.00
VIN01475,DEALER_047,2024-04-01,85962.00
VIN01476,DEALER_041,2023-07-05,102852.00
VIN01477,DEALER_009,2023-07-27,175731.00
VIN01478,DEALER_040,2023-01-13,136528.00
VIN01479,DEALER_032,2024-05-25,116809.00
VIN01481,DEALER_014,2024-08-25,165609.00
VIN01482,DEALER_031,2024-03-28,79101.00
VIN01483,DEALER_039,2024-09-06,144215.00
VIN01484,DEALER_016,2023-10-12,141808.00
VIN01485,DEALER_041,2023-08-01,123102.00
VIN01486,DEALER_012,2024-10-30,87936.00
VIN01487,DEALER_003,2023-05-29,177625.00
VIN01488,DEALER_043,2024-09-09,131279.00
VIN01489,DEALER_022,2023-02-20,80068.00
VIN01490,DEALER_027,2023-06-15,85818.00
VIN01491,DEALER_040,2024-12-17,140995.00
VIN01493,DEALER_030,2024-08-15,110802.00
VIN01495,DEALER_024,2024-01-24,170878.00
VIN01496,DEALER_005,2024-03-13,171633.00
VIN01497,DEALER_015,2024-04-27,125908.00
VIN01498,DEALER_008,2024-12-12,107992.00
VIN01499,DEALER_022,2024-06-23,112558.00
VIN01500,DEALER_034,2023-08-03,141555.00
VIN01501,DEALER_004,2023-04-22,162722.00
VIN01502,DEALER_047,2024-06-25,124372.00
VIN01503,DEALER_031,2024-09-11,85910.00
VIN01504,DEALER_028,2023-11-21,130008.00
VIN01505,DEALER_034,2024-08-11,119422.00
VIN01506,DEALER_023,2023-05-13,212372.00
VIN01507,DEALER_032,2024-06-16,119704.00
VIN01508,DEALER_032,2023-07-04,141469.00
VIN01509,DEALER_015,2024-12-26,108518.00
VIN01510,DEALER_013,2023-01-02,147873.00
VIN01511,DEALER_002,2024-04-21,119495.00
VIN01512,DEALER_008,2023-08-01,119162.00
VIN01513,DEALER_027,2023-12-08,87957.00
VIN01514,DEALER_036,2023-08-06,76870.00
VIN01515,DEALER_041,2023-07-26,108228.00
VIN01516,DEALER_017,2023-03-11,195670.00
VIN01517,DEALER_020,2023-11-28,146634.00
VIN01519,DEALER_026,2024-09-22,77454.00
VIN01520,DEALER_012,2023-12-13,92199.00
VIN01521,DEALER_031,2023-02-06,184396.00
VIN01522,DEALER_031,2023-06-09,119552.00
VIN01523,DEALER_030,2024-07-03,87480.00
VIN01524,DEALER_030,2024-02-28,145833.00
VIN01525,DEALER_004,2024-06-17,153808.00
VIN01527,DEALER_036,2023-08-02,140420.00
VIN01528,DEALER_044,2023-12-29,123669.00
VIN01529,DEALER_010,2023-02-01,87613.00
VIN01530,DEALER_025,2024-10-03,116507.00
VIN01531,DEALER_011,2024-08-07,163847.00
VIN01532,DEALER_025,2023-07-11,118503.00
VIN01533,DEALER_008,2023-11-12,86805.00
VIN01534,DEALER_015,2024-02-28,124344.00
VIN01535,DEALER_032,2024-01-16,91308.00
VIN01536,DEALER_020,2023-11-06,127234.00
VIN01537,DEALER_008,2023-02-08,83122.00
VIN01538,DEALER_006,2023-01-26,92315.00
VIN01539,DEALER_033,2023-12-15,92342.00
VIN01540,DEALER_047,2024-06-20,154169.00
VIN01541,DEALER_050,2023-04-11,93413.00
VIN01542,DEALER_044,2023-07-30,77697.00
VIN01543,DEALER_030,2024-02-01,167385.00
VIN01544,DEALER_034,2023-11-15,77942.00
VIN01545,DEALER_044,2024-08-31,181206.00
VIN01546,DEALER_022,2023-02-17,124878.00
VIN01547,DEALER_034,2023-11-16,77236.00
VIN01549,DEALER_014,2023-11-25,150571.00
VIN01550,DEALER_013,2023-10-21,153065.00
VIN01551,DEALER_035,2024-03-27,143491.00
VIN01552,DEALER_008,2023-06-11,130466.00
VIN01553,DEALER_008,2023-01-16,119412.00
VIN01554,DEALER_036,2024-06-10,102354.00
VIN01555,DEALER_014,2024-07-16,86936.00
VIN01556,DEALER_018,2024-12-22,147845.00
VIN01557,DEALER_019,2023-06-25,78834.00
VIN01558,DEALER_020,2024-09-19,110099.00
VIN01559,DEALER_035,2024-03-30,145662.00
VIN01560,DEALER_015,2024-11-22,123153.00
VIN01561,DEALER_007,2024-01-28,145762.00
VIN01562,DEALER_006,2024-03-12,111842.00
VIN01563,DEALER_012,2024-12-22,118533.00
VIN01564,DEALER_038,2024-10-06,171399.00
VIN01565,DEALER_045,2024-12-17,113609.00
VIN01566,DEALER_040,2023-12-31,109238.00
VIN01567,DEALER_022,2023-07-22,167360.00
VIN01568,DEALER_049,2024-11-17,116481.00
VIN01569,DEALER_006,2024-04-21,80818.00
VIN01570,DEALER_006,2024-12-16,136844.00
VIN01571,DEALER_007,2024-04-11,109170.00
VIN01572,DEALER_044,2024-10-21,114250.00
VIN01573,DEALER_031,2023-08-26,175045.00
VIN01574,DEALER_015,2024-09-23,84955.00
VIN01575,DEALER_024,2024-02-06,105008.00
VIN01576,DEALER_045,2024-11-12,109824.00
VIN01577,DEALER_021,2023-01-31,78641.00
VIN01578,DEALER_031,2023-04-26,110516.00
VIN01579,DEALER_031,2023-06-24,85749.00
VIN01580,DEALER_050,2023-12-23,118806.00
VIN01582,DEALER_046,2023-11-30,78824.00
VIN01583,DEALER_020,2024-02-15,90047.00
VIN01584,DEALER_016,2024-07-15,81710.00
VIN01585,DEALER_031,2024-01-29,146164.00
VIN01586,DEALER_022,2024-12-11,140864.00
VIN01587,DEALER_028,2024-03-21,117586.00
VIN01588,DEALER_022,2024-07-11,166745.00
VIN01589,DEALER_016,2023-06-27,120712.00
VIN01591,DEALER_008,2024-04-19,87161.00
VIN01592,DEALER_015,2024-03-31,127272.00
VIN01593,DEALER_020,2023-03-13,141103.00
VIN01594,DEALER_007,2024-12-02,200332.00
VIN01595,DEALER_021,2024-05-21,120135.00
VIN01596,DEALER_043,2023-03-04,146966.00
VIN01597,DEALER_014,2024-08-17,76506.00
VIN01598,DEALER_049,2023-05-31,120655.00
VIN01599,DEALER_010,2023-10-26,89278.00
VIN01600,DEALER_040,2023-07-20,83239.00
VIN01601,DEALER_044,2023-11-03,86479.00
VIN01602,DEALER_028,2023-12-19,101925.00
VIN01603,DEALER_038,2023-01-09,119037.00
VIN01604,DEALER_033,2023-05-11,131139.00
VIN01605,DEALER_004,2024-01-14,116985.00
VIN01607,DEALER_008,2023-02-01,129208.00
VIN01608,DEALER_028,2024-12-20,214176.00
VIN01609,DEALER_026,2024-12-29,89043.00
VIN01610,DEALER_026,2024-07-12,83421.00
VIN01611,DEALER_043,2023-05-23,82667.00
VIN01612,DEALER_036,2024-01-29,199111.00
VIN01613,DEALER_027,2024-11-17,80613.00
VIN01614,DEALER_009,2023-01-12,101350.00
VIN01615,DEALER_042,2023-01-17,184936.00
VIN01616,DEALER_047,2024-05-13,120558.00
VIN01617,DEALER_028,2023-05-20,101774.00
VIN01618,DEALER_009,2024-10-19,112626.00
VIN01619,DEALER_030,2024-12-13,141305.00
VIN01620,DEALER_028,2024-09-30,187283.00
VIN01621,DEALER_030,2024-07-19,91247.00
VIN01622,DEALER_025,2023-07-10,90418.00
VIN01623,DEALER_015,2024-05-25,145450.00
VIN01624,DEALER_016,2024-12-30,115440.00
